SensorID,Radiation,PositionX,PositionY,PositionZ
356,9.04122e-17,366.667,558.333,178.889
357,8.53475e-17,366.667,558.333,214.667
358,1.14038e-16,366.667,558.333,250.444
359,5.51984e-17,366.667,558.333,286.222
361,1.15301e-16,366.667,670,71.5556
362,1.04109e-16,366.667,670,107.333
363,1.18314e-16,366.667,670,143.111
364,1.81261e-16,366.667,670,178.889
365,1.26043e-16,366.667,670,214.667
366,1.75536e-16,366.667,670,250.444
367,1.30084e-16,366.667,670,286.222
369,2.58953e-16,366.667,781.667,71.5556
370,1.62063e-16,366.667,781.667,107.333
371,2.73241e-16,366.667,781.667,143.111
372,4.01001e-16,366.667,781.667,178.889
373,1.94988e-16,366.667,781.667,214.667
374,2.12541e-16,366.667,781.667,250.444
375,2.0362e-16,366.667,781.667,286.222
377,3.72893e-16,366.667,893.333,71.5556
378,5.16804e-16,366.667,893.333,107.333
379,5.27603e-16,366.667,893.333,143.111
380,4.0139e-16,366.667,893.333,178.889
381,4.12722e-16,366.667,893.333,214.667
382,3.84268e-16,366.667,893.333,250.444
383,2.93533e-16,366.667,893.333,286.222
385,8.97717e-17,427.778,111.667,71.5556
386,3.56602e-17,427.778,111.667,107.333
387,3.07793e-17,427.778,111.667,143.111
388,4.80573e-17,427.778,111.667,178.889
389,4.65542e-17,427.778,111.667,214.667
390,2.29041e-17,427.778,111.667,250.444
391,2.7863e-17,427.778,111.667,286.222
393,7.19388e-17,427.778,223.333,71.5556
394,7.07996e-18,427.778,223.333,107.333
395,3.18548e-17,427.778,223.333,143.111
396,3.08143e-17,427.778,223.333,178.889
397,1.00557e-16,427.778,223.333,214.667
398,4.28286e-17,427.778,223.333,250.444
399,5.01707e-17,427.778,223.333,286.222
401,3.8295e-17,427.778,335,71.5556
402,3.9874e-17,427.778,335,107.333
403,3.53518e-17,427.778,335,143.111
404,4.24127e-17,427.778,335,178.889
405,5.44764e-17,427.778,335,214.667
406,3.54058e-17,427.778,335,250.444
407,3.90073e-17,427.778,335,286.222
409,9.69615e-17,427.778,446.667,71.5556
410,9.24749e-17,427.778,446.667,107.333
411,2.15504e-17,427.778,446.667,143.111
412,9.83149e-17,427.778,446.667,178.889
413,2.53972e-17,427.778,446.667,214.667
414,6.26665e-17,427.778,446.667,250.444
415,1.12241e-16,427.778,446.667,286.222
417,5.7848e-17,427.778,558.333,71.5556
418,3.62104e-17,427.778,558.333,107.333
419,4.77718e-17,427.778,558.333,143.111
420,7.93203e-17,427.778,558.333,178.889
421,9.68624e-17,427.778,558.333,214.667
422,7.35105e-17,427.778,558.333,250.444
423,6.82095e-17,427.778,558.333,286.222
425,1.2804e-16,427.778,670,71.5556
426,1.34953e-16,427.778,670,107.333
427,9.80157e-17,427.778,670,143.111
428,1.58087e-16,427.778,670,178.889
429,7.65509e-17,427.778,670,214.667
430,8.54353e-17,427.778,670,250.444
431,9.92481e-17,427.778,670,286.222
433,2.49476e-16,427.778,781.667,71.5556
434,1.71278e-16,427.778,781.667,107.333
435,3.3536e-16,427.778,781.667,143.111
436,1.43134e-16,427.778,781.667,178.889
437,9.51641e-17,427.778,781.667,214.667
438,1.41161e-16,427.778,781.667,250.444
439,1.72473e-16,427.778,781.667,286.222
441,3.99523e-16,427.778,893.333,71.5556
442,4.41414e-16,427.778,893.333,107.333
443,3.63969e-16,427.778,893.333,143.111
444,4.12027e-16,427.778,893.333,178.889
445,2.84977e-16,427.778,893.333,214.667
446,2.24098e-16,427.778,893.333,250.444
447,2.87124e-16,427.778,893.333,286.222
449,5.56395e-17,488.889,111.667,71.5556
450,5.91255e-18,488.889,111.667,107.333
451,9.38321e-18,488.889,111.667,143.111
452,2.07434e-17,488.889,111.667,178.889
453,2.36499e-17,488.889,111.667,214.667
454,4.08051e-17,488.889,111.667,250.444
455,2.24774e-17,488.889,111.667,286.222
457,4.85921e-17,488.889,223.333,71.5556
458,7.66086e-17,488.889,223.333,107.333
459,1.80537e-17,488.889,223.333,143.111
460,2.54753e-17,488.889,223.333,178.889
461,3.51643e-17,488.889,223.333,214.667
462,5.61623e-17,488.889,223.333,250.444
463,2.66035e-17,488.889,223.333,286.222
465,6.97818e-17,488.889,335,71.5556
466,1.2086e-17,488.889,335,107.333
467,2.71993e-17,488.889,335,143.111
468,9.21188e-17,488.889,335,178.889
469,7.75812e-17,488.889,335,214.667
470,3.21964e-17,488.889,335,250.444
471,3.34673e-17,488.889,335,286.222
473,1.52302e-16,488.889,446.667,71.5556
474,1.09774e-16,488.889,446.667,107.333
475,4.43586e-17,488.889,446.667,143.111
476,2.03702e-17,488.889,446.667,178.889
477,5.02003e-17,488.889,446.667,214.667
478,1.4493e-17,488.889,446.667,250.444
479,4.08153e-17,488.889,446.667,286.222
481,5.02128e-17,488.889,558.333,71.5556
482,4.39386e-17,488.889,558.333,107.333
483,1.11791e-16,488.889,558.333,143.111
484,9.84499e-17,488.889,558.333,178.889
485,1.00906e-16,488.889,558.333,214.667
486,7.54981e-17,488.889,558.333,250.444
487,6.44908e-17,488.889,558.333,286.222
489,5.65969e-17,488.889,670,71.5556
490,1.6462e-16,488.889,670,107.333
491,7.4587e-17,488.889,670,143.111
492,1.53961e-16,488.889,670,178.889
493,7.2621e-17,488.889,670,214.667
494,1.18017e-16,488.889,670,250.444
495,8.19201e-17,488.889,670,286.222
497,1.31268e-16,488.889,781.667,71.5556
498,9.55775e-17,488.889,781.667,107.333
499,1.86926e-16,488.889,781.667,143.111
500,1.43764e-16,488.889,781.667,178.889
501,9.7618e-17,488.889,781.667,214.667
502,1.17228e-16,488.889,781.667,250.444
503,1.77077e-16,488.889,781.667,286.222
505,1.93749e-16,488.889,893.333,71.5556
506,3.33964e-16,488.889,893.333,107.333
507,2.86119e-16,488.889,893.333,143.111
508,2.19528e-16,488.889,893.333,178.889
509,2.84032e-16,488.889,893.333,214.667
510,2.44112e-16,488.889,893.333,250.444
511,2.87211e-16,488.889,893.333,286.222
